
100,50,141,2
96,50,130,2
93,48,124,2
93,47,121,2
90,47,110,2
89,45,102,2
83,44,92,2
82,41,84,2
77,41,78,2
16,9,31,2
38,21,48,2
49,27,55,2
56,30,61,2
60,33,63,2
62,32,66,2
63,35,66,2
65,33,68,2
65,36,69,2
66,35,72,2
68,37,92,2
77,40,129,2
98,51,141,2
98,49,142,2
96,50,143,2
98,48,141,2
95,50,139,2
96,48,146,2
94,48,132,2
94,47,250,2
97,50,103,2
90,45,100,2
80,43,109,2
83,43,108,2
80,46,104,2
81,43,107,2
80,44,106,2
81,43,106,2
80,43,105,2
79,44,99,2
79,42,95,2
76,42,102,2
80,42,104,2
78,43,105,2
80,42,107,2
79,43,108,2
80,43,106,2
80,43,105,2
79,42,105,2
79,43,106,2
79,43,106,2
80,42,108,2
83,45,114,2
98,49,120,2
103,52,106,2
99,49,105,2
102,52,108,2
109,52,110,2
110,54,110,2
109,53,107,2
106,51,108,2
109,53,108,2
109,53,108,2
108,54,107,2
108,52,107,2
107,53,106,2
106,52,102,2
95,50,92,2
81,43,91,2
78,43,90,2
76,42,97,2
79,43,103,2
80,44,101,2
80,43,100,2
79,44,104,2
81,43,111,2
82,45,109,2
83,44,109,2
83,45,111,2
84,46,111,2
85,46,198,2
146,69,374,2
247,100,425,2
229,98,353,2
176,79,116,2
97,53,89,2
88,47,82,2
80,44,73,2
74,40,71,2
71,40,72,2
76,40,77,2
82,43,79,2
82,43,75,2
78,41,74,2
75,42,73,2
76,40,72,2
72,40,69,2
73,38,69,2
70,39,66,2
69,36,66,2
67,38,66,2
68,37,66,2
68,37,67,2
69,38,68,2
70,38,73,2
94,48,90,2
88,47,86,2
86,46,85,2
82,44,81,2
81,43,80,2
79,42,79,2
80,43,81,2
80,42,81,2
78,43,82,2
85,43,93,2
85,45,83,2
83,42,82,2
80,44,80,2
80,42,82,2
82,43,82,2
83,43,84,2
85,44,100,2
99,50,132,2
95,50,94,2
91,47,87,2
84,45,79,2
77,40,73,2
71,40,69,2
69,37,69,2
70,38,67,2
68,37,67,2
69,37,66,2
70,38,67,2
70,37,68,2
70,38,67,2
69,37,67,2
68,38,65,2
68,36,66,2
67,37,64,2
66,35,65,2
65,36,64,2
66,36,65,2
65,36,65,2
65,36,64,2
65,35,64,2
63,35,62,2
64,34,64,2
63,35,63,2
64,34,64,2
62,35,63,2
62,35,63,2
62,35,62,2
62,34,63,2
62,34,63,2
62,34,62,2
63,34,62,2
62,35,63,2
64,35,65,2
64,36,66,2
66,35,66,2
65,37,65,2
67,36,66,2
66,37,66,2
66,38,66,2
67,37,66,2
67,37,67,2
68,37,68,2
67,38,67,2
69,37,68,2
68,38,67,2
69,37,68,2
68,38,70,2
78,43,120,2
91,47,82,2
78,42,77,2
74,40,75,2
73,40,73,2
72,39,73,2
71,40,73,2
75,40,98,2
97,50,235,2
98,50,84,2
82,44,79,2
89,48,262,2
77,42,74,2
74,40,71,2
72,39,67,2
70,38,66,2
68,37,65,2
65,37,64,2
66,36,63,2
64,36,62,2
62,34,62,2
61,35,60,2
62,34,61,2
61,35,62,2
65,36,65,2
77,45,403,2
109,56,96,2
100,51,88,2
94,50,80,2
89,46,79,2
88,46,80,2
90,47,84,2
92,48,84,2
92,47,83,2
91,46,78,2
83,45,77,2
85,44,76,2
81,43,71,2
79,41,69,2
75,41,66,2
74,39,66,2
72,39,63,2
69,37,61,2
67,37,59,2
65,36,60,2
66,37,61,2
66,36,60,2
66,35,61,2
64,36,62,2
65,35,62,2
64,36,63,2
65,36,68,2
66,37,67,2
67,36,68,2
67,37,68,2
66,37,68,2
66,37,69,2
68,38,83,2

